nome,preco,cidade,uf,crp,url,cidade_slug,regiao,preco_raw
Barbara Detusk Reis,300.0,São Paulo,SP,CRP SP 06/157948,https://www.doctoralia.com.br/barbara-detusk-reis/psicologo/caraguatatuba,sao-paulo-sp,"Rua Bela Cintra, São Paulo",R$ 300
"34
							opiniões",300.0,São Paulo,SP,CRP SP 06/157948,https://www.doctoralia.com.br/barbara-detusk-reis/psicologo/caraguatatuba#profile-reviews,sao-paulo-sp,"Rua Bela Cintra, São Paulo",R$ 300
Dra. Angela Almeida,180.0,São Paulo,SP,CRP SP 209377,https://www.doctoralia.com.br/angela-almeida-3/psicologo/sao-paulo,sao-paulo-sp,"Avenida Aparecida do Rio Negro, 492, São Paulo",R$ 180
"6
							opiniões",180.0,São Paulo,SP,CRP SP 209377,https://www.doctoralia.com.br/angela-almeida-3/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Avenida Aparecida do Rio Negro, 492, São Paulo",R$ 180
Flávia de Souza Azevedo,110.0,São Paulo,SP,CRP 06/177260,https://www.doctoralia.com.br/flavia-de-souza-azevedo-2/psicologo/vitoria,sao-paulo-sp,"Rua Anhanguera, São Paulo",R$ 110
"31
							opiniões",110.0,São Paulo,SP,CRP 06/177260,https://www.doctoralia.com.br/flavia-de-souza-azevedo-2/psicologo/vitoria#profile-reviews,sao-paulo-sp,"Rua Anhanguera, São Paulo",R$ 110
Merry Leme Rodrigues,210.0,São Paulo,SP,CRP 06/44316,https://www.doctoralia.com.br/merry-leme-rodrigues/psicologo/sao-paulo,sao-paulo-sp,"Rua Alfredo Pujol 285, sala 84, São Paulo",R$ 210
"24
							opiniões",210.0,São Paulo,SP,CRP 06/44316,https://www.doctoralia.com.br/merry-leme-rodrigues/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Alfredo Pujol 285, sala 84, São Paulo",R$ 210
Fabiana Jurca Dadas,250.0,São Paulo,SP,CRP SP 06 52443,https://www.doctoralia.com.br/fabiana-jurca-dadas/psicologo/sao-paulo,sao-paulo-sp,"Rua José Geraldo Alves Cursino,15, São Paulo",r$ 250
"34
							opiniões",250.0,São Paulo,SP,CRP SP 06 52443,https://www.doctoralia.com.br/fabiana-jurca-dadas/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Rua José Geraldo Alves Cursino,15, São Paulo",r$ 250
Mariana Nabhan,350.0,São Paulo,SP,CRP SP 114197,https://www.doctoralia.com.br/mariana-nabhan/psicologo/sao-paulo,sao-paulo-sp,"R. Pedroso Alvarenga 1046/1062, São Paulo",R$ 350
Mayara Borges,280.0,São Paulo,SP,CRP SP 179691,https://www.doctoralia.com.br/mayara-borges-2/psicologo/sao-paulo,sao-paulo-sp,"Av. Rebouças, 2636 - Pinheiros, São Paulo",R$ 280
"15
							opiniões",280.0,São Paulo,SP,CRP SP 179691,https://www.doctoralia.com.br/mayara-borges-2/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Av. Rebouças, 2636 - Pinheiros, São Paulo",R$ 280
Giulia Maria Cavalcante Borges Pereira,150.0,São Paulo,SP,CRP SP 001504-IS,https://www.doctoralia.com.br/giulia-maria-cavalcante-borges-pereira/psicologo/sao-paulo,sao-paulo-sp,"Rua Doutor Albuquerque Lins 597, São Paulo",R$ 150
"14
							opiniões",150.0,São Paulo,SP,CRP SP 001504-IS,https://www.doctoralia.com.br/giulia-maria-cavalcante-borges-pereira/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Doutor Albuquerque Lins 597, São Paulo",R$ 150
Rodrigo Amorim de Souza,300.0,São Paulo,SP,CRP 06/180200,https://www.doctoralia.com.br/rodrigo-amorim-de-souza/psicologo/sao-bernardo-do-campo,sao-paulo-sp,"Av. Professor Mello Moraes 1721, São Paulo",R$ 300
"17
							opiniões",300.0,São Paulo,SP,CRP 06/180200,https://www.doctoralia.com.br/rodrigo-amorim-de-souza/psicologo/sao-bernardo-do-campo#profile-reviews,sao-paulo-sp,"Av. Professor Mello Moraes 1721, São Paulo",R$ 300
Yasmin Tebexreni Tarabay,120.0,São Paulo,SP,CRP 06/143361,https://www.doctoralia.com.br/yasmin-tebexreni-tarabay/psicologo/sao-paulo,sao-paulo-sp,"Praça Dom Justino José Sant'Ana, São Paulo",R$ 120
"8
							opiniões",120.0,São Paulo,SP,CRP 06/143361,https://www.doctoralia.com.br/yasmin-tebexreni-tarabay/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Praça Dom Justino José Sant'Ana, São Paulo",R$ 120
Bruno Leonel Mendes de Abreu,2000.0,São Paulo,SP,CRP SP 06/142121,https://www.doctoralia.com.br/bruno-leonel-mendes-de-abreu-2/psicologo/sao-paulo,sao-paulo-sp,"Rua Pais Leme 215, conj 2515 Edifício Thera Office, São Paulo",R$ 2.000
"26
							opiniões",2000.0,São Paulo,SP,CRP SP 06/142121,https://www.doctoralia.com.br/bruno-leonel-mendes-de-abreu-2/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Pais Leme 215, conj 2515 Edifício Thera Office, São Paulo",R$ 2.000
Daniel Kummerow,200.0,São Paulo,SP,,https://www.doctoralia.com.br/daniel-kummerow/psicologo/sao-paulo,sao-paulo-sp,"Av. Paulista, 575, São Paulo",R$ 200
"23
							opiniões",200.0,São Paulo,SP,,https://www.doctoralia.com.br/daniel-kummerow/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Av. Paulista, 575, São Paulo",R$ 200
Iana Queiroz,100.0,São Paulo,SP,CRP CE 11/18596,https://www.doctoralia.com.br/iana-queiroz/psicologo/maringa,sao-paulo-sp,"Zona Central de São Paulo,",R$ 100
"14
							opiniões",100.0,São Paulo,SP,CRP CE 11/18596,https://www.doctoralia.com.br/iana-queiroz/psicologo/maringa#profile-reviews,sao-paulo-sp,"Zona Central de São Paulo,",R$ 100
Amanda Beatriz  Dias de Medeiros,130.0,São Paulo,SP,CRP SP 113859,https://www.doctoralia.com.br/amanda-beatriz-dias-de-medeiros/psicologo/santa-mercedes,sao-paulo-sp,"Rua 2, Paulicéia",R$ 130
"7
							opiniões",130.0,São Paulo,SP,CRP SP 113859,https://www.doctoralia.com.br/amanda-beatriz-dias-de-medeiros/psicologo/santa-mercedes#profile-reviews,sao-paulo-sp,"Rua 2, Paulicéia",R$ 130
Renata de Moura Bonello,2500.0,São Paulo,SP,CRP 06/169928,https://www.doctoralia.com.br/renata-de-moura-bonello/psicologo/sao-paulo,sao-paulo-sp,"Rua Henri Dunant 965, São Paulo",R$ 2.500
"38
							opiniões",2500.0,São Paulo,SP,CRP 06/169928,https://www.doctoralia.com.br/renata-de-moura-bonello/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Henri Dunant 965, São Paulo",R$ 2.500
Ana Mariano,200.0,São Paulo,SP,CRP 06/185133,https://www.doctoralia.com.br/ana-mariano/psicologo/sao-paulo,sao-paulo-sp,"Rua Paulo Falcão Rodrigues, 205 - Antigo 95,",R$ 200
"26
							opiniões",200.0,São Paulo,SP,CRP 06/185133,https://www.doctoralia.com.br/ana-mariano/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Paulo Falcão Rodrigues, 205 - Antigo 95,",R$ 200
Denis Yuji Sugita,120.0,São Paulo,SP,CRP SP 06/206282,https://www.doctoralia.com.br/denis-yuji-sugita/psicologo/sao-paulo,sao-paulo-sp,"Av. Paulista, 2073 - Cj. 1411, São Paulo",R$ 120
Solange Feitosa,300.0,São Paulo,SP,CRP 06/97046,https://www.doctoralia.com.br/solange-feitosa/psicologo/sao-paulo,sao-paulo-sp,"Rua Tijuco Preto 1324, São Paulo",R$ 300
"31
							opiniões",300.0,São Paulo,SP,CRP 06/97046,https://www.doctoralia.com.br/solange-feitosa/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Tijuco Preto 1324, São Paulo",R$ 300
Sarah Ubiali,50.0,São Paulo,SP,CRP SP 159666,https://www.doctoralia.com.br/sarah-ubiali/psicologo/campinas,sao-paulo-sp,"Rua Arizona, São Paulo",R$ 50
"26
							opiniões",50.0,São Paulo,SP,CRP SP 159666,https://www.doctoralia.com.br/sarah-ubiali/psicologo/campinas#profile-reviews,sao-paulo-sp,"Rua Arizona, São Paulo",R$ 50
Maria Graciani,100.0,São Paulo,SP,CRP SP 223657,https://www.doctoralia.com.br/maria-graciani/psicologo/piracicaba,sao-paulo-sp,"Rua Teodoro Sampaio,",R$ 100
"1
							opinião",100.0,São Paulo,SP,CRP SP 223657,https://www.doctoralia.com.br/maria-graciani/psicologo/piracicaba#profile-reviews,sao-paulo-sp,"Rua Teodoro Sampaio,",R$ 100
Dr. Erick Polasse,150.0,São Paulo,SP,CRP SP 200447,https://www.doctoralia.com.br/erick-polasse/psicologo-psicanalista/sao-paulo,sao-paulo-sp,"Av. Paulista, 302, São Paulo",R$ 150
"10
							opiniões",150.0,São Paulo,SP,CRP SP 200447,https://www.doctoralia.com.br/erick-polasse/psicologo-psicanalista/sao-paulo#profile-reviews,sao-paulo-sp,"Av. Paulista, 302, São Paulo",R$ 150
Dra. Giovana Dias Ripoli,300.0,São Paulo,SP,CRP 06/149021,https://www.doctoralia.com.br/giovana-dias-ripoli-2/psicologo/sao-paulo,sao-paulo-sp,"Rua Pajaú, 200, São Paulo",R$ 300
"11
							opiniões",300.0,São Paulo,SP,CRP 06/149021,https://www.doctoralia.com.br/giovana-dias-ripoli-2/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Pajaú, 200, São Paulo",R$ 300
Cristiane Gallo Bonomi,100.0,São Paulo,SP,CRP SP 218361,https://www.doctoralia.com.br/cristiane-gallo-bonomi/psicologo/sao-paulo,sao-paulo-sp,"R. Machado de Assis, 456, São Paulo",R$ 100
"12
							opiniões",100.0,São Paulo,SP,CRP SP 218361,https://www.doctoralia.com.br/cristiane-gallo-bonomi/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"R. Machado de Assis, 456, São Paulo",R$ 100
Dra. Juliana de Jesus Oliveira,780.0,São Paulo,SP,,https://www.doctoralia.com.br/juliana-de-jesus-oliveira/psicologo/sao-paulo,sao-paulo-sp,"Rua Mario de Andrade , 48 Barra Funda, São Paulo",R$ 780
"94
							opiniões",780.0,São Paulo,SP,,https://www.doctoralia.com.br/juliana-de-jesus-oliveira/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Mario de Andrade , 48 Barra Funda, São Paulo",R$ 780
Audrey Ruggiero,180.0,São Paulo,SP,,https://www.doctoralia.com.br/audrey-ruggiero/psicologo/sao-paulo,sao-paulo-sp,"Rua Alfredo Pujol 285, sala 84, São Paulo",R$ 180
"1
							opinião",180.0,São Paulo,SP,,https://www.doctoralia.com.br/audrey-ruggiero/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Alfredo Pujol 285, sala 84, São Paulo",R$ 180
Aline Tsutae Miyaki,88.0,São Paulo,SP,CRP 06/171833,https://www.doctoralia.com.br/aline-tsutae-miyaki/psicologo/sao-paulo,sao-paulo-sp,"Av. Paula Ferreira 2578, São Paulo",r$ 88
"14
							opiniões",88.0,São Paulo,SP,CRP 06/171833,https://www.doctoralia.com.br/aline-tsutae-miyaki/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Av. Paula Ferreira 2578, São Paulo",r$ 88
Júlia  Justen de Souza,125.0,São Paulo,SP,CRP RJ 05/79226,https://www.doctoralia.com.br/julia-justen-de-souza/psicologo/sao-paulo,sao-paulo-sp,"Avenida Iraí, São Paulo",R$ 125
"12
							opiniões",125.0,São Paulo,SP,CRP RJ 05/79226,https://www.doctoralia.com.br/julia-justen-de-souza/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Avenida Iraí, São Paulo",R$ 125
Rúbia Mara Esquarante Barbosa,340.0,São Paulo,SP,CRP SP 06/000991-IS,https://www.doctoralia.com.br/rubia-mara-esquarante-barbosa/psicologo/sao-paulo,sao-paulo-sp,"Rua Pamplona 145 - cj 704, São Paulo",R$ 340
"13
							opiniões",340.0,São Paulo,SP,CRP SP 06/000991-IS,https://www.doctoralia.com.br/rubia-mara-esquarante-barbosa/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Pamplona 145 - cj 704, São Paulo",R$ 340
Mariana de Mattos Baratojo,400.0,São Paulo,SP,CRP SP 177947,https://www.doctoralia.com.br/mariana-de-mattos-baratojo/psicologo/sao-paulo,sao-paulo-sp,"R. Teixeira da Silva, 34 - Cj.63 - Paraíso, São Paulo",R$ 400
Virginia Motta,150.0,São Paulo,SP,CRP 4 77124,https://www.doctoralia.com.br/virginia-motta-2/psicologo/sao-paulo,sao-paulo-sp,"Rua Jamil Safady 95, São Paulo",R$ 150
"14
							opiniões",150.0,São Paulo,SP,CRP 4 77124,https://www.doctoralia.com.br/virginia-motta-2/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Jamil Safady 95, São Paulo",R$ 150
Miriã  Madeira Dativo,110.0,São Paulo,SP,CRP SP 176390,https://www.doctoralia.com.br/miria-madeira-dativo/psicologo/sao-paulo,sao-paulo-sp,,R$ 110
"1
							opinião",110.0,São Paulo,SP,CRP SP 176390,https://www.doctoralia.com.br/miria-madeira-dativo/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,,R$ 110
Sandra Lima Pasqualino,180.0,São Paulo,SP,CRP 06 183822,https://www.doctoralia.com.br/sandra-lima-pasqualino/psicologo/sao-paulo,sao-paulo-sp,"Rua Clélia 1738 Lapa, São Paulo",r$ 180
"4
							opiniões",180.0,São Paulo,SP,CRP 06 183822,https://www.doctoralia.com.br/sandra-lima-pasqualino/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Clélia 1738 Lapa, São Paulo",r$ 180
Claudia  Jorge de Oliveira,240.0,São Paulo,SP,CRP SP 142836,https://www.doctoralia.com.br/claudia-jorge-de-oliveira/psicologo/miguelopolis,sao-paulo-sp,"Rua Clementine Brenne, 377, São Paulo",R$ 240
"2
							opiniões",240.0,São Paulo,SP,CRP SP 142836,https://www.doctoralia.com.br/claudia-jorge-de-oliveira/psicologo/miguelopolis#profile-reviews,sao-paulo-sp,"Rua Clementine Brenne, 377, São Paulo",R$ 240
Dra. Ingrid Stoll,210.0,São Paulo,SP,CRP RS 07/14939,https://www.doctoralia.com.br/ingrid-stoll/psicologo-psicanalista/sao-paulo,sao-paulo-sp,"Avenida Lavandysca, Moema, São Paulo",R$ 210
"11
							opiniões",210.0,São Paulo,SP,CRP RS 07/14939,https://www.doctoralia.com.br/ingrid-stoll/psicologo-psicanalista/sao-paulo#profile-reviews,sao-paulo-sp,"Avenida Lavandysca, Moema, São Paulo",R$ 210
Elyse Soares Ribeiro,340.0,São Paulo,SP,CRP 06/119964,https://www.doctoralia.com.br/elyse-soares-ribeiro/psicologo/sao-paulo,sao-paulo-sp,"Rua Pamplona 145 - cj 704, São Paulo",R$ 340
"11
							opiniões",340.0,São Paulo,SP,CRP 06/119964,https://www.doctoralia.com.br/elyse-soares-ribeiro/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Pamplona 145 - cj 704, São Paulo",R$ 340
Prof. Flavia Costa,420.0,São Paulo,SP,,https://www.doctoralia.com.br/flavia-costa/psicologo-sexologo/sao-paulo,sao-paulo-sp,"Av. Brig. Faria Lima, São Paulo",R$ 420
"9
							opiniões",420.0,São Paulo,SP,,https://www.doctoralia.com.br/flavia-costa/psicologo-sexologo/sao-paulo#profile-reviews,sao-paulo-sp,"Av. Brig. Faria Lima, São Paulo",R$ 420
Margareth Canotilho da Silva,88.0,São Paulo,SP,CRP 06/154848,https://www.doctoralia.com.br/margareth-canotilho-da-silva/psicologo/sao-paulo,sao-paulo-sp,"Av. Paula Ferreira 2578, São Paulo",r$ 88
"11
							opiniões",88.0,São Paulo,SP,CRP 06/154848,https://www.doctoralia.com.br/margareth-canotilho-da-silva/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Av. Paula Ferreira 2578, São Paulo",r$ 88
Júlia  Antunes Bezerra Fiuza,200.0,São Paulo,SP,CRP 03/28079,https://www.doctoralia.com.br/julia-antunes-bezerra-fiuza/psicologo/salvador,sao-paulo-sp,"-, São Paulo",R$ 200
"8
							opiniões",200.0,São Paulo,SP,CRP 03/28079,https://www.doctoralia.com.br/julia-antunes-bezerra-fiuza/psicologo/salvador#profile-reviews,sao-paulo-sp,"-, São Paulo",R$ 200
Camila Ribeiro Bugada Cardozo,350.0,São Paulo,SP,CRP 06/142511,https://www.doctoralia.com.br/camila-ribeiro-bugada-cardozo/psicologo/vitoria-da-conquista,sao-paulo-sp,"Rua B, Santo André",R$ 350
"63
							opiniões",350.0,São Paulo,SP,CRP 06/142511,https://www.doctoralia.com.br/camila-ribeiro-bugada-cardozo/psicologo/vitoria-da-conquista#profile-reviews,sao-paulo-sp,"Rua B, Santo André",R$ 350
Sara Leite,250.0,São Paulo,SP,CRP 06/167070,https://www.doctoralia.com.br/sara-leite/psicologo/sao-paulo,sao-paulo-sp,"Rua Doutor Albuquerque Lins 597, São Paulo",R$ 250
"6
							opiniões",250.0,São Paulo,SP,CRP 06/167070,https://www.doctoralia.com.br/sara-leite/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Doutor Albuquerque Lins 597, São Paulo",R$ 250
Dr. Flávio Gonzales,250.0,São Paulo,SP,CRP SP 56905,https://www.doctoralia.com.br/flavio-gonzales/psicologo/sao-paulo,sao-paulo-sp,"Rua Vergueiro 1421 - conj. 210 Torre SUL, São Paulo",r$ 250
Gustavo Maxwel,175.0,São Paulo,SP,CRP 06/113685,https://www.doctoralia.com.br/gustavo-maxwel/psicologo/sao-paulo,sao-paulo-sp,"Rua Afonso Celso, São Paulo",R$ 175
"16
							opiniões",175.0,São Paulo,SP,CRP 06/113685,https://www.doctoralia.com.br/gustavo-maxwel/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Afonso Celso, São Paulo",R$ 175
Laura Vieira de Paiva Conde,250.0,São Paulo,SP,CRP 06/107955,https://www.doctoralia.com.br/laura-vieira-de-paiva-conde/psicologo/sao-paulo,sao-paulo-sp,"Rua Bacaetava, 191- Brooklin, São Paulo, Brasil, São Paulo",R$ 250
"9
							opiniões",250.0,São Paulo,SP,CRP 06/107955,https://www.doctoralia.com.br/laura-vieira-de-paiva-conde/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Bacaetava, 191- Brooklin, São Paulo, Brasil, São Paulo",R$ 250
Maria do Carmo Pimentel Rocha,150.0,São Paulo,SP,CRP 06/184848,https://www.doctoralia.com.br/maria-do-carmo-pimentel-rocha/psicologo/mogi-das-cruzes,sao-paulo-sp,"Av. Francisco Matarazzo s/n, São Paulo",R$ 150
"5
							opiniões",150.0,São Paulo,SP,CRP 06/184848,https://www.doctoralia.com.br/maria-do-carmo-pimentel-rocha/psicologo/mogi-das-cruzes#profile-reviews,sao-paulo-sp,"Av. Francisco Matarazzo s/n, São Paulo",R$ 150
Yasmin Fernandes,200.0,São Paulo,SP,CRP 06/175059,https://www.doctoralia.com.br/yasmin-fernandes/psicologo/sao-paulo,sao-paulo-sp,"R. Cincinato Braga, 340 - 5º Andar - Bela Vista, São Paulo - SP,, São Paulo",R$ 200
"8
							opiniões",200.0,São Paulo,SP,CRP 06/175059,https://www.doctoralia.com.br/yasmin-fernandes/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"R. Cincinato Braga, 340 - 5º Andar - Bela Vista, São Paulo - SP,, São Paulo",R$ 200
Prof. Ana Paula Gonçalves Donate,450.0,São Paulo,SP,CRP 06/128160-SP,https://www.doctoralia.com.br/ana-paula-goncalves-donate/psicologo-psicanalista/sao-paulo,sao-paulo-sp,São Paulo,R$ 450
"37
							opiniões",450.0,São Paulo,SP,CRP 06/128160-SP,https://www.doctoralia.com.br/ana-paula-goncalves-donate/psicologo-psicanalista/sao-paulo#profile-reviews,sao-paulo-sp,São Paulo,R$ 450
Andrea Levy,400.0,São Paulo,SP,CRP 06/57608,https://www.doctoralia.com.br/andrea-levy-2/psicologo/sao-paulo,sao-paulo-sp,"Rua Joaquim Antunes, São Paulo",R$ 400
"11
							opiniões",400.0,São Paulo,SP,CRP 06/57608,https://www.doctoralia.com.br/andrea-levy-2/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Joaquim Antunes, São Paulo",R$ 400
Fabiana Oliveira Netto,88.0,São Paulo,SP,CRP 06/162471,https://www.doctoralia.com.br/fabiana-oliveira-netto/psicologo/sao-paulo,sao-paulo-sp,"Av. Paula Ferreira 2578, São Paulo",r$ 88
"7
							opiniões",88.0,São Paulo,SP,CRP 06/162471,https://www.doctoralia.com.br/fabiana-oliveira-netto/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Av. Paula Ferreira 2578, São Paulo",r$ 88
Dr. Daniel Ferreira,250.0,São Paulo,SP,CRP 06/107608,https://www.doctoralia.com.br/daniel-ferreira-8/psicologo/sao-paulo,sao-paulo-sp,"Rua Vergueiro 1421 - conj. 210 Torre SUL, São Paulo",r$ 250
Guilherme Avelino Afonso,120.0,São Paulo,SP,CRP SP 211178,https://www.doctoralia.com.br/guilherme-avelino-afonso/psicologo/sao-paulo,sao-paulo-sp,"Rua Capitão Prudente, 161, São Paulo",R$ 120
"8
							opiniões",120.0,São Paulo,SP,CRP SP 211178,https://www.doctoralia.com.br/guilherme-avelino-afonso/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Capitão Prudente, 161, São Paulo",R$ 120
Ana Fátima Alves Rodrigues,2.0,São Paulo,SP,CRP SP 22190,https://www.doctoralia.com.br/ana-fatima-alves-rodrigues/psicologo/sao-paulo,sao-paulo-sp,"Avenida Moema 170, São Paulo",R$ 2
Sandra Quero,350.0,São Paulo,SP,CRP 06/146095,https://www.doctoralia.com.br/sandra-quero/psicologo/sao-paulo,sao-paulo-sp,"Rua Paulistânia,90, São Paulo",R$ 350
"5
							opiniões",350.0,São Paulo,SP,CRP 06/146095,https://www.doctoralia.com.br/sandra-quero/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Paulistânia,90, São Paulo",R$ 350
Leticia Perin Bonatti,118.0,São Paulo,SP,CRP SP 210265,https://www.doctoralia.com.br/leticia-perin-bonatti-2/psicologo/paulinia,sao-paulo-sp,"Rua Nossa Sra. de Fátima, Paulínia",R$ 118
"8
							opiniões",118.0,São Paulo,SP,CRP SP 210265,https://www.doctoralia.com.br/leticia-perin-bonatti-2/psicologo/paulinia#profile-reviews,sao-paulo-sp,"Rua Nossa Sra. de Fátima, Paulínia",R$ 118
Samantha  Mauricio Abade,110.0,São Paulo,SP,CRP SP 206014,https://www.doctoralia.com.br/samantha-mauricio-abade/psicologo/sao-paulo,sao-paulo-sp,,R$ 110
"3
							opiniões",110.0,São Paulo,SP,CRP SP 206014,https://www.doctoralia.com.br/samantha-mauricio-abade/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,,R$ 110
Thais  Abreu,180.0,São Paulo,SP,CRP 06/149971,https://www.doctoralia.com.br/thais-abreu-3/psicologo-psicanalista/taubate,sao-paulo-sp,"Rua Teodoro Sampaio, 352, Pinheiros, Taubaté",r$ 180
"6
							opiniões",180.0,São Paulo,SP,CRP 06/149971,https://www.doctoralia.com.br/thais-abreu-3/psicologo-psicanalista/taubate#profile-reviews,sao-paulo-sp,"Rua Teodoro Sampaio, 352, Pinheiros, Taubaté",r$ 180
Juliana Correia,250.0,São Paulo,SP,CRP SP 170825,https://www.doctoralia.com.br/juliana-correia-4/psicologo/sao-paulo,sao-paulo-sp,"Rua Doutor Bráulio Gomes 25, São Paulo",R$ 250
"1
							opinião",250.0,São Paulo,SP,CRP SP 170825,https://www.doctoralia.com.br/juliana-correia-4/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Doutor Bráulio Gomes 25, São Paulo",R$ 250
Beatriz Martins  de Oliveira Torre,180.0,São Paulo,SP,CRP SP 203132,https://www.doctoralia.com.br/beatriz-martins-de-oliveira-torre/psicologo/sao-paulo,sao-paulo-sp,"Rua Alfredo Pujol 285, sala 84, São Paulo",R$ 180
"4
							opiniões",180.0,São Paulo,SP,CRP SP 203132,https://www.doctoralia.com.br/beatriz-martins-de-oliveira-torre/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Alfredo Pujol 285, sala 84, São Paulo",R$ 180
Dra. Mônica Andrea Da Silva,250.0,São Paulo,SP,CRP RJ 74718,https://www.doctoralia.com.br/monica-andrea-da-silva-2/psicologo/sao-paulo,sao-paulo-sp,"Rua Lopes Neto, São Paulo",R$ 250
"5
							opiniões",250.0,São Paulo,SP,CRP RJ 74718,https://www.doctoralia.com.br/monica-andrea-da-silva-2/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Lopes Neto, São Paulo",R$ 250
Lais Bueno,150.0,São Paulo,SP,CRP 06/141554,https://www.doctoralia.com.br/lais-bueno/psicologo/sao-paulo,sao-paulo-sp,"Rua Califórnia, 795, São Paulo",R$ 150
"19
							opiniões",150.0,São Paulo,SP,CRP 06/141554,https://www.doctoralia.com.br/lais-bueno/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Califórnia, 795, São Paulo",R$ 150
Marcelo Bueno,2500.0,São Paulo,SP,CRP 06/135137,https://www.doctoralia.com.br/marcelo-bueno/psicologo/sao-paulo,sao-paulo-sp,"Rua Henri Dunant 965, São Paulo",R$ 2.500
"5
							opiniões",2500.0,São Paulo,SP,CRP 06/135137,https://www.doctoralia.com.br/marcelo-bueno/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Henri Dunant 965, São Paulo",R$ 2.500
Melissa Ranéa,250.0,São Paulo,SP,CRP 06/189319,https://www.doctoralia.com.br/melissa-ranea/psicologo/sao-paulo,sao-paulo-sp,"Rua Henri Dunant 965, São Paulo",R$ 250
"5
							opiniões",250.0,São Paulo,SP,CRP 06/189319,https://www.doctoralia.com.br/melissa-ranea/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Henri Dunant 965, São Paulo",R$ 250
Laís Capelli de Oliveira Teodoro,180.0,São Paulo,SP,CRP 06 133998,https://www.doctoralia.com.br/lais-capelli-de-oliveira-teodoro/psicologo/sao-paulo,sao-paulo-sp,"R. Clélia, 1738, São Paulo",R$ 180
"4
							opiniões",180.0,São Paulo,SP,CRP 06 133998,https://www.doctoralia.com.br/lais-capelli-de-oliveira-teodoro/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"R. Clélia, 1738, São Paulo",R$ 180
Ludmila Montandon Piros,2000.0,São Paulo,SP,CRP 06/167480,https://www.doctoralia.com.br/ludmila-montandon-piros/psicologo/sao-paulo,sao-paulo-sp,"Rua Pais Leme 215, conj 2515 Edifício Thera Office, São Paulo",R$ 2.000
"1
							opinião",2000.0,São Paulo,SP,CRP 06/167480,https://www.doctoralia.com.br/ludmila-montandon-piros/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Pais Leme 215, conj 2515 Edifício Thera Office, São Paulo",R$ 2.000
Dra. Meire Xavier Fontes,320.0,São Paulo,SP,CRP 43209-06,https://www.doctoralia.com.br/meire-xavier-fontes/psicologo/sao-paulo,sao-paulo-sp,"Rua Brigadeiro Faria Lima, 1461,",r$ 320
"2
							opiniões",320.0,São Paulo,SP,CRP 43209-06,https://www.doctoralia.com.br/meire-xavier-fontes/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Brigadeiro Faria Lima, 1461,",r$ 320
Larissa Alves Rocha,100.0,São Paulo,SP,CRP SP 	219303,https://www.doctoralia.com.br/larissa-alves-rocha/psicologo/aruja,sao-paulo-sp,,R$ 100
